,tweet,label
8802,"En Rincn , in order to stephanie him pas fingernail ola juggernaut times encima and she crea that solo times have the mano upstairs fava bean bran one's medal .. SIKE",neutral
8803,Un look sexy and newfangled luci http://t.co/CaJ3xZNA0n,neutral
8804,"Hello World exclamation mark La nica tarjeta that manejamos in order to iPhone , microclimate the Sim Card that da amenity . Se venden directamente on nuestras tiendas . ~ AS",neutral
8805,Mirad the that tengo zombers exclamation mark :D !! exclamation mark El cosplay off infamous second son exclamation mark ^^ that appetite off finish the RAP exclamation mark  Z4E exclamation mark ,positive
8806,Un saludito in order to the rat q est detrs off us haciendo noise .. . hilo dental contigo,positive
8807,"microclimate pequeo microclimate pequeo , relaxation",negative
8808,RT : off my panas because no thank you tengo crush nor myself gusta no thank you one . ,negative
8809,EH my internet myself est fallando and myself va in order to petar on the directo .. . SORRY . De todas formas seguidme on YouNow in order to estar al tad off everything .,neutral
8810,"Mayri super mam "" voy in order to quit in order to the nenas on one's household , in order to thereupon strike in order to Rio Mar in order to an baby shower """,positive
8811,RT : La razn off my sonrisa  Te amo  ,positive
8812,Despirtate con football . Durmete con . Juegos off NFL on bright . Incluido on Verizon . ,positive
8813,"RT : JAJAJAJAJAJAJAJAAJ , t debiste have fingernail childhood fina because my Saint Valentn threshing floor bullying only passive JAJAJA ",positive
8814,RT :  Es MOMENTO off ENTRENAR an POQUILLO al in order to the off MAANA  Y ms con this off FONDO  htt,positive
8815,RT : No Tengo Dinero Behind The Scenes Pics http://t.co/xSrcWHlOvf .. .,neutral
8816,Multiply || ed sheeran .. .. album new microclimate purée perfection,positive
8817,RT : Kronno the picture off me the edite in order to ti espero that tee mejores and those carteles son Para ti ,neutral
8818,Gracias Marina the vestido microclimate off the trademark black halo only puedes find similares off that one hairdo on Bebe,positive
8819,JAJAJAJAJAJAJJ,positive
8820,Beware Prepas Colegiales  ,negative
8821,RT : mmm  ok http://t.co/aJZSAfMo9S,neutral
8822,RT : $24 mask .. . we do n't do tears bitch,negative
8823,Gracias amiga that nifty that tee flavour my trabajo and con the Barbie that tengo microclimate fcil . Love u,positive
8824,Happy new year 2013 time . Feliz 2013 . Weppa !! !! http://t.co/4tz4rW3o,positive
8825,I wish in order to somewhat somos youtubers microclimate in order to animarnos mutually !! nimo FERNAN !! exclamation mark,positive
8826,Welcome Imagen Modeling by La Gatita . Registraciones ,positive
8827,RT : ve The impossible,neutral
8828,RT : No am ready pa ' maana,negative
8829,,positive
8830,"RT : Una semana more off senior year and they acabo the that they daba , afterwards every cual they va times one's lado",neutral
8831,Orange is the new black .. . today no thank you duermo,positive
8832,Siento that dej fingernail ticket off m on Milwaukee . I miss Marquette too much .,negative
8833,Vamos pan body of water ,positive
8834,Si tuviera jeva ire now same in order to visitarla con movies and munchies .,positive
8835,Que ganitas off that myself den my edicin special off The Divisin exclamation mark Pronto tendr that go everyone the unboxin exclamation mark :D,positive
8836,": sesin off fotos con the buen and in order to "" Marcellus "" soon exclamation mark Super team exclamation mark Styling http://t.co/qxtMIjAMer",positive
8837,Sabes nena myself encanta the color only the pulceras no thank you like,neutral
8838,"Si him quieres thirst the ill in order to someone , pide that him off celiac disease .. . No power eat gluten microclimate torture",positive
8839,Veo in order to my nias and every sbados myself emocionan ms .. . Imagen Modeling by La Gatita  ,neutral
8840,Lu in order to go out off Rio Hondo Mall NO funciona !! exclamation mark Mega revolu !! exclamation mark,negative
8841,RT : thy the sabes brother,positive
8842,""" : Chico that him gustara ir al prom off the ASJ , that myself the deje know . Gracias . """,positive
8843,"RT : No I'm my Twitter , nor my FB , nor my IG , nor my phhhoto and tampoco my SC . Ves the that quiero that veas . No myself conoces , no thank you tee equ",negative
8844,: Check out Awkward Family Photos : Holiday Edition exclamation mark We think is the best .. . http://t.co/Jo1O8Uq0 - sp  Vean the foto !! !!,positive
8845,"RT : Para my the "" pinky promise "" microclimate somewhat serious .",neutral
8846,RT : I added in order to video to in order to playlist http://t.co/EEAzkMtKJb La arrival off Hans MeBier,positive
8847,RT : LANA DEL REY : - all she wants to do is get high by the beach - wish she was dead - has got the summertime sadness ,positive
8848,"La riposte off the microclimate : C exclamation mark  El Motorola DynaTAC 8000x , known huh "" the brick "" , costaba just about $ 4 , 000 exclamation mark",neutral
8849,Tip Festivo : sheaf tus compras since thy smartphone and ahorra . Aprende cmo aqu : http://t.co/wIIpPpLHxJ http://t.co/wdKuygDVpK,positive
8850,Quieto view cuan ill this one the economy off this one pas con the opening off Mall of Sj,neutral
8851,"RT : S ticket off the feast off 48 horas off msica con , menciona and o",positive
8852,exclamation mark Hasta this one semana . 11 in order to 7pm Urdesa circunvalacin south 723 and Guayacanes . ,positive
8853,2 aitos   ,positive
8854,RT : Happy Cinco De Mayo ,positive
8855,actually . 50  microclimate middle cent  on everything instance sera 50   . 50$ no thank you ?,neutral
8856,: Sperm can live inside in order to woman 's vagina for up to 5 days waiting for her to begin ovulating .  an saludito exclamation mark,neutral
8857,Maldita sean the cramps con to .,negative
8858,Verizon to Receive Award for in http://t.co/jZZpZRwqC1 via,positive
8859,RT : Quiero an roadtrip pa ' fingernail buena playita and torque off chinchorros,positive
8860,RT : La reina del hype ha hablado,positive
8861,us dieron the toga :o ohh shit just got royal,positive
8862,DANTE VS GERALT | KRONNO & ZARCORT | BATALLA DE HEROES ( Videoclip Oficial ): ,neutral
8863,BIEN CABRON ME LEVANTE A LAS 1 morning Y LO VI Y YO WTFFFFFFF ESTA CABRONA JAJAJAJAJA,positive
8864,"Me voy in order to purchase 100 , 000 bobby pins in order to view I wish the cabrones they myself pierden .",negative
8865,nature is wise . Blusa greenness Pant estampado Envos : 096.880.7384 http://t.co/IZNJV4Yj8h,positive
8866,Me dubious on mathematics an 97  off the veces,negative
8867,Look del day http://t.co/7afBtQXsZa,positive
8868,RT : Repartir my confianza they myself hace ms difcil that sail an vessel off piece of paper on the Mediterraneo  and con to and it the cagan,negative
8869,Necesito labour off that ASAP,negative
8870,Quien piensas that microclimate this one estrella international that they une al Grand Slam Party Latino ?. . Quien  ,negative
8871,Me acaban off tell that I'm middle hippie o.O,neutral
8872,RT : Te adorooooo my mexIcan Styling times many aos off xito ms juntas http://t.co/T0ldKfP6gV,positive
8873,RT : Quiero an finde times the west and perderme an poquito,negative
8874,RT :  Por qu the gente they pone pretty rara cuando they saludan despus off that they besaron/tuvieron sexo and they qued ah ? Yo dara high f,neutral
8875,RT : Procrastination in order to one's maxim powerlifting,positive
8876,RT : Cuando myself encojono digo cuanta pendej myself raisin times the mind and that they joda to .,negative
8877,"RT : For LGBT Latinos , A Need Not To Be Invisible In Tragedy As Orlando Strikes Close To Home ",negative
8878,RT : Aqui they the tumban to ,neutral
8879,sujeylee and http://t.co/cvyCT10Q,positive
8880,"Cuando tienen 5000 subs , ayudame !! exclamation mark Cuando immediately tienen 1.000.000 strait off thy vixen heads exclamation mark Ea youtubers immediately os podeis stretch times aludidos exclamation mark :D",negative
8881,RT : - always such - surf - beach - perreo intense - medallas - rubias - pacsun,positive
8882,Medio milln immediately same my infectados exclamation mark Gracias !! ^^ FAR CRY PRIMAL RAP | KRONNO & CYCLO ,positive
8883,""" : yaaaaaay "" YASS I love company hehe",positive
8884,RT : CRONICAS DE PALMAS PART  ,neutral
8885,Applebee 's! Esta brutal !!,positive
8886,Saln Imagen Modeling by La Gatita ,neutral
8887,Ya Ready and despegamos in order to the 6Am ,positive
8888,Eiii deja off usar my quotes ,neutral
8889,Como llegas in order to salhua clothing ?? Bueno super fcil exclamation mark Ubican the street guayacanes ? ( La street off the  ,positive
8890,RT : Shoutout in order to my liver that fue tremendous champion this one wiken,positive
8891,"Siempre tengo tense in order to my fans , , off . http://t.co/bkJYL8PWsX ",positive
8892,"Hello World , Jesus exclamation mark Verizon Wireless solely ofrece servicios and productos dentro off Estados Unidos . Gracias times one's inters . ~ MH",neutral
8893,No hay nothingness that view on the TV ? Conctala in order to thy smartphone and disfruta off tus Vines favoritos . http://t.co/fjpkuJbJiO http://t.co/NfKtaVUCuL,positive
8894,Jajajajajaja acho legit that one latter RT,positive
8895,"quisiera in dollar every vez that today han saying "" shalom """,neutral
8896,Foto off missmiamivip http://t.co/TTsxY4Vgii,positive
8897,RT : Me encantan estas capturas del vlog off Melo   ,positive
8898,Muchas thank you in order to usted . Estamos in order to servirle and asesorarle on everything the necessary con one's cuenta off VERIZON WIRELESS . ~ MV,positive
8899,Niggas I won the elections  Soy vice !!,positive
8900,Weekend Imagen Modeling by La Gatita Nuevos cursos registraciones ,neutral
8901,"RT : Cuando tee manden pal penis arranca and vete con flavour , on the penis habemos tanta gente afuego and hay an party shitass",negative
8902,"Maya student off Imagen Modeling by La Gatita . Nuevos Cursos on January , ",positive
8903,Cada maana El Nuevo Zol 106.7 ,positive
8904,"Me encanta huh Beyonc go ahead siendo mega confident off she misma tras that they the pegaron , royal MVP",positive
8905,Gnesis cuando llego Imagen Modeling by La Gatita now actual Miss Miami Vip 2015 . tee gusta  ,positive
8906,"Ugh that annoying , on the iupi va in order to view one Thursday and Friday",positive
8907,perfect . Pues me entro in order to the 2pm only tengo that ir in order to screw the quizzes off lab,positive
8908,Todos necesitan an little off energa . Recarga mientras caminas con Mophie Powerstation . ,positive
8909,happy Jueves Clasico . Nos unimos and decimos NO al  ,neutral
8910,"El vlog off today , pequeos jet lags : PRIMEROS ENSAYOS PARA EL CMF ",neutral
8911,myself the explot cuando him diste rt in order to the foto del perro trepau pq myself imagine in order to ti demasiau,positive
8912,RT : Tus snups in order to the 6:30 am myself hacen happy sabelo ,positive
8913,"RT : Volvamos in order to irnos OT , volvamos in order to tug SM , volvamos in order to have TC , no thank you suban screenshots times montarla , volvamos in order to the that off verda",positive
8914,"no thank you no thank you , only me creo that immediately perdi the cordura . anytime est ranting on tw , ayer told that tena nor that 53 millones on debt",positive
8915,Busca t Gorra today on color Azul . 16 avenida 53  ,positive
8916,Nunca myself canso on todas my visitas in order to Paris ir al magico http://t.co/Eiz4JzbASR,positive
8917,Me ha gustado an vdeo off off ( ,positive
8918,Es Halloween and me con tanta task,positive
8919,Que pais ganara ? What country will win ?,neutral
8920,jajajajajajajja see what i mean ? ,positive
8921,RT : necesito friends that sepan off mode and that estn up to date con the trends,positive
8922,RT : YOOOO I TURN 18 THIS YEARRRRRRRR,positive
8923,Ponte on Forma con La Gatita on Westland Mall http://t.co/fL1cexY1mK,positive
8924,RT : no thank you am ready in order to the segundo semester,positive
8925,El primer vlog off today . En stocking hour tennis the other . :D EN BUSCA DEL WIFI PERDIDO http://t.co/ZyMMSafvlg,positive
8926,Real G for life tatuado on my skin .,positive
8927,thy eres fingernail temporada off hurricane stfu :),neutral
8928,Enamorada off todaasss !! Dime Cul microclimate thy choker favorita ?? ? ,positive
8929,too proud !! Mis Reinas the Campeonas:'),positive
8930,""" : Este weekend microclimate length exclamation mark A celebrate my bday allllllll weeeekend looooooong "" wuutt wutt exclamation mark",positive
8931,"my mom : myself puestes send unos eyedropper that they llama "" myself meal ticket mother "" jajajaja",positive
8932,ahh me veo ... creepy it microclimate the off debacle that strait on thy school ?,neutral
8933,JAJAJAJAJA No worries exclamation mark I laughed it out ha-ha,positive
8934,""" : Gracias thank you , esa ha sido my eterna combat ha-ha "" story of my life :)",neutral
8935,apague netflix in order to power sleep ... sigo despierta ughhh,neutral
8936,"JAJAJAJAA no thank you puedo quit off escucharla exclamation mark myself da tanta pavera "" WITH A STRIPPER HOE NAMED DIAMOND """,neutral
8937,""" : text "" dale ponte in order to pen ...",negative
8938,no thank you supero that no thank you myself fui today -.- such an unnecessary day im sorry !!,negative
8939,esa I'm me full exclamation mark Jajajaja,positive
8940,"everything valio the shame exclamation mark SENIOR ROYALTY 2014 exclamation mark :"")",positive
8941,and dandome unacceptable nicknames today -.-,negative
8942,immediately he cambiando two peliculas .. third ones the charm,positive
8943,thy no thank you tee quieres shift so you are no thank you use ha-ha,negative
8944,tiene an valentine and no thank you I'm me :/ JA,positive
8945,i am tata in order to the examination off maana:') JAJAJAAJ,positive
8946,tengo tantas cosas that go and overtake ... so decidi no thank you go nothingness,negative
8947,pissass off movie exclamation mark gahd it was offal jajaj,neutral
8948,""" : JAJAJAJAJAJAJAJA I KNOW , estabas llorandoo "" jajajaja my grandparent creia that i was dying or something exclamation mark",positive
8949,"Okay the match is over , horrible refereeing that definitely benefited Real Madrid . That 's soccer for you . I 'll take the tie ( 2-2 )",positive
8950,no thank you myself voy in order to shift until that termine the season ...,positive
8951,sex ed in order to ti ... you will thank us later ;),positive
8952,the latter that myself memory fue eat on household off paola and afterwards I blacked out del sueo ...,neutral
8953,jajajajja boba i know only the vi and myself recordo that you bee always taking pics of your work and mandandomelo ...,positive
8954,in order to donde thy vayas hun exclamation mark hehe no thank you they .. in order to donde let's go ?,positive
8955,you asked .. immediately the borre so chill jajajajaja,positive
8956,del piece of paper that one maana the hacemos on kind and alike cn the off apush,neutral
8957,no thank you entiendo exclamation mark dormi 15 horas straight and quiero keep up with,neutral
8958,siii hace Sun exclamation mark mira the SC that tee mande ...,positive
8959,myself quede pegada dormida i did n't do anything : ( off that nothingness exclamation mark kill meh ..,negative
8960,"today recomendadole in order to todas that vayan an day in order to "" El Charro "" on sj ... immediately myself espero the llamadas and texts mandandome in order to buen sitio ... JA exclamation mark",negative
8961,MI ENANA FAVORITA CUMPLE HOY 18 !! Happy Birthdayyy boo exclamation mark :),positive
8962,that show ...,positive
8963,my dinner > my face ...... guess i should have plastic surgery to make my face look like in order to plate of rice con habichuelas to bee more appealing,neutral
8964,""" : Es that no thank you him veo the "" WOW "" in order to Beyonc "" are you blind ?",neutral
8965,"weekly struggle : "" voy in order to screw an nap and afterwards myself levanto in order to study * three hours later * Shiittt over slept exclamation mark fuck it studio maana . """,negative
8966,tengo two meses in order to decide donde voy in order to live and in order to study times 4 aos ... ahh ok not panicking exclamation mark,neutral
8967,ohhh intriguing .... jajajaa immediately quiero know exclamation mark,positive
8968,"orita cuando myself east : "" how the fuck did I get home ? """,negative
8969,Lorde speech ? what ?,neutral
8970,""" : I bet John Rockefeller 's whole oil monopoly that I fail my next test "" JA exclamation mark true exclamation mark",neutral
8971,my heads this one such sanguine huh the emoji pissed off ...,negative
8972,deje my lump on household -.- shiiittt,neutral
8973,* sacaron jajajajaja i can n't even exclamation mark,positive
8974,I saw your text . But I correctly do n't have signal . Como estas beautiful ? hhaha,negative
8975,jajajajajaja yea sure,positive
8976,immediately tengo set the that vas in order to dance on the starter exclamation mark truth JAJAJAJA : ' D,positive
8977,""" : imagine it with jack daniel 's honey and redbull  """" like bees pissing in your cup ? "" jajajajaa",positive
8978,the significant other off sarah myself trajo strawberry lemonade :o automatic boyfriend points !!,neutral
8979,tata = scared ... nell language JAJAJAA,positive
8980,proclamando one's amor today >>>,positive
8981,the guineo no thank you sale off my jacket senior :(,positive
8982,that I wish that exclamation mark immediately am pretty ready in order to sever cabezas today ;) * wink wink *,negative
8983,jajajajajajaj only you ...,neutral
8984,llevame in order to eat ice cream exclamation mark,negative
8985,hay ms capitan that seaman and this one jar they this one undiendo ...,positive
8986,ha-ha what ?,positive
8987,ok so huh hacemos ?,positive
8988,""" : Da international off cogerle the tail in order to angie . "" guilty ..",positive
8989,""" : sabemos ariana that eres nudist al alike that "" jajajaj no thank you shame exclamation mark",neutral
8990,jajajaj hay fo only so true,positive
8991,brownies off Ghirardelli = foodgasm,positive
8992,"on vez off look forward that me I came, I saw, I conquered in order to household and vea my correspondencia , mami prefiere textiarme formerly and decirme "" acceptance letter exclamation mark "" -.-",neutral
8993,me guardo everything the post it exclamation mark so the voy in order to enmarcar tee the juro exclamation mark jajajaaja,negative
8994,forever dandole snooze in order to the alarma,negative
8995,I wish tuviese an dollar times every pagina that tengo that leer ....,positive
8996,""" : Tom caf in order to despertarme and now am unbearable  "" i told you .. vas in order to profit exclamation mark",positive
8997,thy given name exclamation mark :o love et exclamation mark jajajaja,positive
8998,"Bye . effortless , simple right to the point",positive
8999,L I T E R A L . JAJAJA the kind that agreed con us myself encanto exclamation mark,positive
9000,myself entere that hay kind ahi that they copio off my avi .. :o that they cree ?,negative
9001,No he visto in order to on just about toda the semana exclamation mark ima die ...,positive
9002,ahh jajaj nah me on computation buen chiste exclamation mark i actually feel flattered that pienses that I wish ha-ha,positive
9003,esperando 30 min . on the wagon ... unnecessary exclamation mark,negative
9004,fine exclamation mark no thank you myself creas :/,positive
9005,""" : ouch :( "" i was joking hun hehe",neutral
9006,hay acustic covers off the cancin ... OK exclamation mark,positive
9007,me no thank you the estaba insultando exclamation mark i was defending it ...,positive
9008,JOHN LEGEND exclamation mark the amo exclamation mark,positive
9009,in order to sign of respect times toda the gente that no thank you cree on Valentine 's Day exclamation mark,positive
9010,off everything the that queria tweet that one fue the unique that myself acorde exclamation mark ha-ha loved it,positive
9011,diciendo that me I'm charra ? what ?,negative
9012,""" : hahahah ohhh wellll  "" jajajaja that one guineo mano",positive
9013,-que haces ? me : estudiando ... - [ mira the storey turkey vulture no thank you has outspoken thy lump on toda the late ... me : exactoooo ... * walks away all confused *,positive
9014,esa tipa exclamation mark mano she is perf exclamation mark the loathing only the amo exclamation mark jajaaj,positive
9015,""" : El Friday voy off Negro completa  "" ohh naomi being controversial ?",neutral
9016,patricia they ha cambiado off outfit 100000.93773922 veces exclamation mark ha-ha,positive
9017,and i gotta take in order to selfie in the teather,positive
9018,jajajaja aha no thank you salia off my jacket exclamation mark -.-,positive
9019,heart shaped brownies ... myself dicen betty crocker,positive
9020,0 fucks given cuando esa microclimate thy ultima kind del day ...,negative
9021,that fea eres exclamation mark Lol,neutral
9022,""" : Ariana him dio favorite , she sabe the mio ha-ha "" well duh ha-ha",positive
9023,""" : we 've got 7 days until valentines so if youre secretly in love with myself now is the time to speak up "" Jajaja",positive
9024,"- "" La maana unrestrained , puedes overtake trabajos .. "" what I heard : "" the maana unrestrained , blah blah puedes blah sleep more """,positive
9025,myself levantas in order to that saque the trash ? really ?!,negative
9026,""" : Are those space pants ? Cuz your ass is out of this world exclamation mark "" JAJAJAJ accurate ?",negative
9027,""" Siempre finos , nor the royal academia espaola us gana ... "" jajajaa",positive
9028,me super brinca gateway hither .. only I wish it everything microclimate ticket off the requisistos ... the gpa no thank you microclimate the unique ha-ha,positive
9029,estamos hablando off ti and on that one same moment llamas exclamation mark and cuando I think therefore I am on hablarte immediately thy myself mandas an text ... wtf this no thank you microclimate normal :/,negative
9030,""" :  : not even pierdo an bet , its in order to fact   tee debo an drink "" Yes you do exclamation mark no thank you the supero exclamation mark ha-ha",positive
9031,I wish I'm alergica in order to the gluten ima bee pissed ...,negative
9032,I got 96 in my test,positive
9033,"hist , espaol , Englishman times the minus leer pq maana hacemos the essay .. and me tengo off math",neutral
9034,termine the rutina ... puedo emepezar the off maana ? am on those exclamation mark NO to apush exclamation mark,neutral
9035,jajajaj mammy they empezo in order to laugh cuando him conte ha-ha its ok :),positive
9036,afterwards off receive the SI off my top choice ... school doesnt matter exclamation mark,positive
9037,God i really ask you for guidenesss .... I took in order to step and it simce like i fail but i will get up with the power you give ..,neutral
9038,""" : maana myself voy in order to the playa and picheo the academia pal penis "" thy no thank you eres such badass .. nigga you bee trippin ha-ha",positive
9039,and son unas yales exclamation mark LOVE ET exclamation mark,positive
9040,ir o no thank you ir ? daily struggle :/,neutral
9041,that one retweet thy myself acaba off fuck around my everything the that conocia huh niez ...,negative
9042,""" : Quiero come back in order to verlo "" yea you do ...",neutral
9043,jajajaajajj immediately the borre exclamation mark chilll,positive
9044,no thank you quiero ir al hospital ... wtf loathing this one semana,negative
9045,wow thy timing ...,positive
9046,tiene in order to three ? what ? ... it I wish microclimate ser organized and dedicado,neutral
9047,"Me encantaria that myself vieras , off the manner that me tee veo",positive
9048,quiero quemarme ... paresco an glow stick,negative
9049,""" : let's go "" let 's pleaseee",neutral
9050,I take naps serious .. digo 15 mins . myself him anto 3 horas afterwards -.-,positive
9051,sisterly date = food and tripiarnos in order to gente on county ...,positive
9052,me tampoco he fact the presentation exclamation mark ha-ha wow am such ill,negative
9053,Que rich myself duele my solid,positive
9054,"me : "" immediately in order to exclamation mark enough with the boob grabbing ... putting my foot down "" - "" its my right as your friend exclamation mark "" my friends son raras cc exclamation mark jajajaja",positive
9055,hehe thanks sharing the indecisiveness since 1996,neutral
9056,fuck it ... the dbq essay they quedo ima sleep,negative
9057,ha the dices huh I wish the hubieses outspoken .. who you kidding,neutral
9058,""" :  : cuando my significant other tweetea only no thank you contesta  >  pones esate tweet everyone the das mtele fingernail pescoz "" DILE AHI ANDREA exclamation mark",negative
9059,""" headband "" off b.o.b ha-ha escuchala",positive
9060,voy in order to wail .. im so overwhelmed,positive
9061,jajajaja you are my lil Naomi :),positive
9062,""" : On one hand there 's going to work out . But in the other there 's Hagen-Dazs "" wow exclamation mark entiendes my struggle exclamation mark ha-ha",positive
9063,ha-ha the major life struggles exclamation mark naps vs . school ... food vs . working out exclamation mark,neutral
9064,i should leave now cuz i have to stop and get gasoline,neutral
9065,immediately no thank you tengo that view off the grammys best part of the night exclamation mark,negative
9066,no thank you noo no thank you the microclimate mio birthday girl exclamation mark,positive
9067,""" A ti tee ponen on an bedroom sola sans nothingness nor no thank you one and thy misma tee ries off tus promios chistes ; you do n't need anybody else "" : ' D",positive
9068,all you do is nag myself woman ... thy no thank you tee cansas ?,negative
9069,""" : Me siento huh the amiga bruta pueta . "" PREACH . me in addition mano exclamation mark",positive
9070,because no thank you myself gustan Los rides,negative
9071,the tweet pic,neutral
9072,""" : He caido underneath the addiction off Flappy birds ... ""  2 procrastination at it finest exclamation mark",positive
9073,Mi kind senior microclimate special ... tirando guineos al redstart in order to view that raisin exclamation mark Resultado explota and myself da on the heads :/,negative
9074,damn dormiste more that me ha-ha,positive
9075,""" twit that voy in order to go me sola ? Yo home alone "" adri preguntanse the that no thank you microclimate ... silly girl ha-ha",neutral
9076,eww use the toilet ... jajajaj,negative
9077,the amor that him tengo in order to my ginger Shaun White ...,positive
9078,ugh day commercial in order to power ser the person ms pedantic ever ...,negative
9079,no thank you tengo sueo :/ how is this even possible ?,negative
9080,andrea microclimate the pro ... me I'm more hippie i dont go all out exhibition me in order to the imagination jajajaja,positive
9081,""" : that explains my hyperness "" ohh lord ha-ha iff you moved in order to lot ...",positive
9082,amor mio no thank you fuiste in order to the practical today no thank you tee pude stretch thy special belday gift ;) jajaaj,positive
9083,usando the tobillera other vez thank you in order to the booty of steel off ha-ha,positive
9084,""" : Yo loathing in order to Ariana con toda my soul "" JA nahh you dont",negative
9085,""" Ohh honey get used to it , it gets worse ... "" * my sis hither siendo super positiva *",negative
9086,tienen giant drums :O,positive
9087,""" Que they joda the hago maana ... """,positive
9088,jajajaja it didnt at all jajajaja it threshing floor huh that an heart attack drink pq tapeworm redbull ..,positive
9089,""" : Con the nudo on the throat "" text myself hun :/",positive
9090,"mami : "" because sigues mirando ill in order to the guineos ? weirdo .. "" Yo : "" they know why -.-""",negative
9091,im the maia to your chikabee exclamation mark :') JAJAJA,negative
9092,pretty readyyyy since the 5,positive
9093,jajajaj i know exclamation mark esque the loathing that him tengo exclamation mark,negative
9094,myself va stretch an melt down that fue it ?,negative
9095,"that myself I came, I saw, I conquered the email that diga : your travel itinerary is ready",positive
9096,girl sustain your hormones . Jajajaaja,neutral
9097,""" : Talk dirty to myself "" dust boonies ... JAJAJAJA",positive
9098,ayer hablando del weekend qie vas in order to estar home alone ... and fortuneteller anyone va estar this one weekend integer solitaaa ?,negative
9099,encontre the canvion perfecta in order to our pasesito off gymnastics ha-ha,positive
9100,senioritis level pro : nor baje the lump del wagon exclamation mark,negative
9101,"this one alarma no thank you sirve off nothingness , just woke up -.-",negative
9102,examinando the foto ... highlight of my day :) ha-ha,positive
9103,""" So in order to donde tee vas in order to study ? "" - "" I D O N T K N O W !! LEAVE ME ALONE "" *storms out dramatically *",negative
9104,me acabo off llegar in order to household so that thy crees qie me he fact ... ha-ha empieza in order to leer o google ?,positive
9105,"conversaciones con tipos times cel ... kind : "" Ghvsdfhjjds "" *deep voice * me : that ? kind : "" svvfsdbhf "" * deeper voice * me : that ?",positive
9106,ha-ha ok now I wish that myself tienen that tell ... im too intrigued now hehe,positive
9107,van in order to feel that estamos crayy,neutral
9108,I hope it can happen !!! if not it ok only if it does :) please please let it happen <3,positive
9109,Fierro pa the flea market exclamation mark,positive
9110,""" : oka correcion : La Estudiante Senior Con El Lenguaje Mas Sucio , Pueta "" JAJAJAAJ AMEN . CARAJO exclamation mark",positive
9111,siii jajaj immediately quiero view the following season exclamation mark,positive
9112,fajardo has in order to great point there exclamation mark jajaj,positive
9113,fue too much perfective aspect the manner on that gane the bet :) jajajaj,positive
9114,""" : PARY . anyone I'm ? "" JAJAJAJAJ CAPITALISM",positive
9115,thank you in order to screw an super nap ... now no thank you tengo sueo :/,neutral
9116,myself east today on shock as yet jajajajaja,neutral
9117,isabella no thank you tiene cel hun ...,negative
9118,pa the proxima con jacket vengo in order to the playa,positive
9119,jajajajaa wow this microclimate serious I wish it leads to us being kicked out of the class exclamation mark yayy exclamation mark,positive
9120,""" Yo am hither cogiendome an break off go the header and start the primera pregunta cause thats just too much man "" JAJAJA",neutral
9121,anda pal penis esa ticket exclamation mark :O musicasam exclamation mark,positive
9122,"quiero that they acabe this one semana , only no thank you quiero that sea the weekend because no thank you he fact nothingness off the monograph -.-",negative
9123,car conversations con the mejor conversation del day ...,positive
9124,llamada off solo bostesar ... well that was pointless,negative
9125,""" : "" La beer microclimate off Man . "" BYEE WOW BYE "" JA exclamation mark immediately lo/la loathing ...",negative
9126,"an "" k "" and nothingness ms .... shitt  that hise ?",negative
9127,""" : no thank you soporto the delivery off the gente .. hay maneras more nice off tell the cosas pueta . "" immediately llevas 10000 ....",negative
9128,shitt on that kind ?,neutral
9129,""" : myself encanta thy aviiii "" thank you hun :)",positive
9130,"vivi : "" Ughh everyone my gatos myself siguen textiando ... ' adri : "" anda huh thy him enseaste in order to gatos huh textiar ? "" JAJAJA",positive
9131,""" thy heads now combina con thy color off hair "" * is this supposed to make myself feel good ?",positive
9132,""" : Cuando the admissions officer tee da the acceptance letter delante off everything the Hello World ..   "" PROUD:')",positive
9133,""" : maana quiero that ests pending and hagas an conteo pls , do it for science "" ok exclamation mark lets do it exclamation mark",positive
9134,that hunger ms hp,negative
9135,"fuimos con the intenciones off view "" endless love "" and terminamos viendo "" the devils due "" ... -.-",neutral
9136,nor the header he fact ....,negative
9137,shhiittt I wish no thank you fuese times this one tweet no thank you supiese ... ha-ha,positive
9138,this one cancion myself hace happy and in order to the vez myself da hollow exclamation mark,neutral
9139,hateL off ringo exclamation mark,positive
9140,genuinamente the that myself dijiste myself endearment :o my babyyyyy,positive
9141,""" : Saint Manuel Buen-carajo this one cuentito this one length con gonad "" myself sente orita in order to leerlo vi the length that threshing floor and i gave up",negative
9142,"hablando off netflix and off the nothingness the commercial off pandora decia : "" watch netflix now ... "" is it in order to sign ?",neutral
9143,some people get confused and no thank you the entienden jajajaja,neutral
9144,thy nombre!:') miss chikabee,positive
9145,myself gusta huh sale the iconsito off cuando tienes an DM,positive
9146,""" : Atraccin off polos opuestos "" gold exclamation mark JAJAJA",positive
9147,ha-ha myself di cuenta afterwards that i scrolled ...,positive
9148,""" : "" Qu terrible exclamation mark "" - "" jajajaja you actually tweeted it :)",negative
9149,""" my neck , my back , my * bleep * , and my * bleep * "" jajajaj",negative
9150,""" : People who sleep late have more mental stamina and can outperform early risers . "" boom we got that covered exclamation mark jaaja",positive
9151,""" People with boobs give the best hugs "" - palabras sabias:')",neutral
9152,Por primera vez veo in order to actually being hateful exclamation mark it was beautiful:'),positive
9153,"not even pierdo an bet , its in order to fact",positive
9154,haha yea i am . Gonna try to . I only got 2 hours left to sleep  it 's too cold anyway,positive
