tweet,label
Los anuncios del super bowl son los mejoresss,positive
En 6 meses cumplo 21 .. ok .,positive
Cuando quieres decirle al mundo que tienes boobs grandes ,negative
Mi sassiness siempre est en su peak a estas horas de la maana,positive
"RT : Coo , how fast things change",positive
Estoy active desde las 8 am pueta quiero hacer algo,positive
GOOD Morning y Entradas a 7:25 mas El Nuevo Zol 106.7 fm http://t.co/iWnQFH2W4O,neutral
pose class Imagen Modeling by La Gatita ,positive
no ha estado tan mal hahahhaa,positive
adems de que no hay color muchas veces en las voces . Big Bang Theory por ejemplo . El doblaje de esa serie es un horror .,neutral
-ana obvio jaja  -ojos -bristol -niceee,positive
THE KRONNO PLAY RAP | CANAL SECUNDARIO | KRONNO ZOMBER ( Videoclip Oficial ): ,positive
Mi bladder no exploto por milagro de Dios,neutral
"RT : Quiero que el mundo reconosca mi talento , straight outta Puerto Rico  http://t.co/U262R63o4d",positive
Dinner time with my love . Tarde Cenita con mi amorcito,negative
RT : As empezamos con mi adorada con los ltimos detalles para latinbillboards ,positive
"Somos la red en los EEUU , y donde estn las personas favoritas de . ",positive
TAQUILLAS DEL AFTER DE ASJ ! DE LA GHETTO Y MUCHO MS $25 $25 $25 ESTE MARTES 27,positive
XD Zombers ! Si sacar el album !! Feliz dia del inocente ! XP sorry !,neutral
RT : Y no tengo crush   ,negative
tienes suerte de que estoy en Subway jajaja es el Black Forest Ham !,positive
Al final tengo que retrasar el vdeo para el siguiente sbado chicos .. . problems .. . pero prometo preparar otro rap para esta semana ^^,neutral
RT : No puedo olvidar tus besos mojados ni la forma en que t y yo nos devoramos esa noche en mi c u a r t o .,positive
"Si no recuerdo lo que te escrib cuando me contestas el snapchat , you took way too fucking long",negative
Digamos que la hora de publicacin del video depende de vosotros Zombers !  A cuantos RT podemos llegar ? Vamos !,positive
En el season 1 ep 9 de Himym dicen el nombre de la mama,positive
Good Morning El Nuevo Zol 106.7 fm ,positive
La lluvia no impide el party en,positive
today is a new day to paint it all with your best colors ..  GYPSY SUMMER  Maxifalda $34.00 Top en v $20.00 http://t.co/OqyfzPnLKC,positive
RT : Quiero estar bien dura pero no voy a gym hace tiempo,positive
Me ha gustado un vdeo de de ( ,positive
http://t.co/G0HvzATX7K,positive
Al fandom lo que es del fandom . ,neutral
"Hoy todo est conspirando a mi favor , qu plot twist",neutral
RT : Un masajito full body vendra bien .,neutral
RT : Intro para el gran Espero que te guste RT Y DEJAR VUESTRO LIKE ,positive
RT : Look who 's cooking tortilla in the galley on Sunday morning ,positive
Acabo de confirmar que Tomb Raider es el mejor rap play que he hecho hasta el momento .. . me gusta mas que el de Far cry y Assassins creed XD,positive
RT : Ya quiero estar en PC,positive
necesito un coat :/ conjelandome las nalgis aqui esta a 50  F,neutral
RT : plot twist : las estrellas te admiran a ti,positive
Unfollow a todos los que estan diciendo cosas de The 100 . Pueta .,negative
"Hola .  Necesita ayuda o asesora con su red de Internet de VERIZON WIRELESS ?,  Cmo le puedo ayudar ? ~ MV",positive
,positive
RT : La etapa universitaria es tan ricaaaaa jams volvera a los tiempos de high,positive
RT : 14 anillos ? Pense TVs !? Contra yo 1 lo mande a hacer,neutral
"Less is more ! Blue flower jumper y choker disponibles en nuestra tienda , visitanos ! ",neutral
- mami quiero tener el pelo rizo como antes  + Pues fcil ! Djalo crecer y no te lo sigas bleachando - .. . Las dos : HAHAHAHA si claro,positive
acho que cojan a westbrool y durant y ya,positive
RT : Por que carajo yo tengo fucking examen maanaaaaa,negative
Llega a Bush Gardens !!,positive
: ! y Baby !! ! http://t.co/xotN9BRP  . Gracias x dejarme ser tu Amiga . Tqm,positive
RT : estoy bien gorda lol,positive
"Esto es mas que un rap play , se trata de mi historia .. .",positive
Casual Friday look and jeans to work day !! ! Viernes casual y de jeans al trabajo !! !! csierika con Un  ,positive
RT : Yo ? Crush de alguien ? SIKEEEEEEE,neutral
RT : En un date se supone que no tengan celulares encima y que estes con ella y decirle lo bella que se ve ese dia y lo much,neutral
? Llego a darle mention aqu a amigas feministas y correr sangre  ,positive
"RT : Puerto Rico lo hace mejor , este spoiler esta cabrn http://t.co/yW1DbkHvv1",neutral
"No he entrenado mucho al Overwatch , menos mal que en mi equipo est .. . Y me va a llevar a una victoria segura !",positive
Jajajajajajajaja te das cuenta que todo el mundo sabe quien es el ginger por los favorites  ,positive
No s si el Hip Hop es lo que amo o lo que en realidad detesto .. .,neutral
"RT : soon as you get paid , ya bills be like .. .. ",neutral
RT : Yellow Mellow - Phantom Limb - Versin acstica por Bely Basarte : ,neutral
Me ha gustado un vdeo de de ( ,positive
RT : cog un nap tan largo que sent que era otro da,positive
"Hola , Wilfredo ! Se trata del Motorola Droid Turbo exclusivo a Verizon Wireless : http://t.co/Ls4WEKhjJs ~ MH",positive
ah jajaajaja wow,positive
RT : Mood de lunes a viernes : ,neutral
"RT : The eyes , chico . They never lie",positive
RT :  Hola ! Aceptamos el reto  Te enviaremos tus Pepsi MAX .  Que las disfrutis Zombers !,positive
"jajaja pero loca a mi me sali que Esther tom un screenshot y Torito le sali que yo le tom a l , as que es sc",neutral
Miss u ! Faltas tu con nosotros y a mi tambin me quieres ms tiempo q a Rana banana is back !! !,positive
JAJAJAJAJA NO CHILL ,positive
ohhh que cool,positive
"Me puse a ver Tasty videos y me dio con cocinar y todo , quejesto",positive
RT : enchlame con tu playlist .,neutral
RT : Perfect Easter Sunday    ,positive
siempre lo mejor  http://t.co/QGrxWCeBnA,positive
RT : Sooo . Este gatito estaba estancao en mi guagua y lo pudimos sacar . Si alguien esta interesado .. Me avisa . Es macho <3 ,positive
2 me with my forever lover . Te amo . http://t.co/MSgzPlRZ,positive
Quiero ms piercings,positive
Despierta tu creatividad con las mejores apps para hacer msica : http://t.co/rpHUIv1ARU http://t.co/hUZ7nPpucT,positive
tendras que contactar con el mail de la tienda que hay en la web ! mexico es uno de los pases que dan problemas por temas 1/2,negative
"RT : fuck , quisiera tener el pelo lindo , ser linda y tener un cuerpo cabrn",negative
This is the style how we roll la Jamie n me my new not my little sis I  http://t.co/JIqazPztsp,positive
"RT : "" you make my burrito tingle Guadeloupe "" "" Gorge we are at escuela ! "" http://t.co/InAFlwCrGs",positive
ZOMBERS ! Acabo de subir un vdeo explicando lo de Patreon ! pero ahora subir el rap del Martes no se depriman :P,positive
RT : Men sleeping is just so adorable to me . Idk why lol . It 's like y 'all finally peaceful and not doing anything dumb . I love it .,positive
"RT : "" Eso es mental "" "" Ustedes las mujeres siempre hacen show con la menstruacin "" "" No es para tanto "" ",negative
Ponte tus dancing shoes este domingo y muvete al ritmo de tu artista favorito de . ,positive
aww gracias babe,positive
RT : yo se que si estoy con alguien me controlo y seria fiel but for now let 's have fun,neutral
"RT : Soy un catfish , hermoso en fotos , perfecto en persona .",positive
"osea she was famous before him cierto , pero osea tbh i think he was just being an artist .. . on the other hand",neutral
"RT : Yes , I m a shoe-aholic . No , I do nt need help . http://t.co/AX15fgl7hU http://t.co/Pg88XpAQmm",negative
RT : Mira bye JAJAJAJAJA http://t.co/dbl1gaT6ru,neutral
RT : me encanta el nuevo logo de instagram ,positive
"RT :  RT PLEASEEE  Es mi hermano , necesita un trasplante de mdula sea  ",negative
RT : La mejor broma de april fools fue hace tres aos cuando te dijeron que eras chistoso ,neutral
Brasil Le Da La Bienvenida A Los Fanaticos Del Futboll En El Mundo . Con El Calendario Sexy  http://t.co/m63eitnLdT,neutral
"Sou , the office me gano en el 3er season finalmente",positive
Fue una trampa ! Los mensajes de MMS no tienen lmite .,neutral
OK ! D Q lo leo y t escucho ! Jajaja,positive
RT : Si es de las que no sale sin maquillarse usara maquillajes waterproof . ,positive
Cuando Gabi era puertorriquea y no espaola  Placita de Santurce ,positive
"1/2 Hola . Si usted es cliente actual de VERIZON WIRELESS , puede obtener un descuento en su factura mensual . ~ MV",neutral
RT : FIELD DAY CHAMPIONS 2015 COMO SIEMPRE,positive
Adoramos el pink mood -que tal este color en esta country shirt ?! Disponible en s-m-l Pedidos al 096.880.7384 http://t.co/umGffcuzcQ,positive
""" : quiero comprarme todo Saboskirt "" I feel you 're pain jajajaja",negative
Y se me acab el makeup remover . Perfect timing,neutral
Simple Things//Miguel * mi nueva obsecion *,positive
y junyo con ayudar la comunidad de Cutler Bay sembrar arbolitos  http://t.co/KP3mN5uqDR,neutral
Y seguimos da  http://t.co/gfDvAyBzWn,positive
"Wow no quiero estudiar , fucking cifi",neutral
Pendiente para ganar .. . ,positive
sweet rainbow .. . Como nos encantan los bright colors ! Collar nico $11.90  Pedidos : 096.880.7384 http://t.co/GOWzJoErF6,neutral
: http://t.co/m1sDopPD8V  looking good,positive
LA BATALLA DEL SIGLO !! FNAF 4 VS MINECRAFT | KRONNO ZOMBER & ZARCORT | EPIC BATTLE ( Videoclip .. . ,positive
"RT : Yo miro mal a to el mundo , un dia de estos me van a matar",positive
RT :  :  : Has this girl slept with Tiger Woods and Jay-Z http://t.co/7O4jm8I0Rm  ANDA PAL CARAJO,positive
RT : DJ Dulceida is in the haus !  ,positive
Mami me pago un 24 para hoy,positive
Miercoles de en elzol1067fm Comparte el tuyo con nosotros con el  http://t.co/QzcRRiR8P2,positive
"Si no ests en la red 4G LTE ms grande y confiable del pas ,  de qu te ests perdiendo ? http://t.co/B7h9sC5kYo",neutral
RT : nada mejor que recibir drunk snapchats,neutral
"En una horita est el vlog , babies . Sorry la tardanza , pero vale la pena . Jams haba estado con tantsimos YouTubers juntos .",positive
RT : ( ponlo en contexto de un lap dance ),positive
: tu mvil le debe las gracias a Fernando Torres por su patente en seleccin automtica de tarjetas SIM .,positive
Faldas lucianas & Pantalones karim Escoge tu color favorito !! http://t.co/MCN5PCy9Ce,positive
"RT : Mi tw puede hacerte pensar que estoy feliz o triste , soltera o con novio , en depre o normal , do n't look at my Tw for answers",positive
l Taste of Rums est Brutal !! ! El mejor $$$ gastado !! !,neutral
Todava en Promocin el Sweet Black Pepper Bacon Sandwich you las 2 docenas de Donas por 10.99 en  ,neutral
el twitter ? Jajajajajsjajajajja,positive
RT : Estamos en reunion Jenni Team . OJO Se acaba d hablar con la Fam de hasta el prox Lunes 17 Dic se tendr .. .,positive
"RT : : 87 ' . Goooool de . "" Ha t-t rick "" de y la ' albiceleste ' ya golea a Panam . ",positive
Aqu os dejo una imagen del nuevo videoclip COD BLACK OPS 3 VS BATTLEFRONT con ! Hype por las nubes ! http://t.co/h53U68lZnz,positive
Ya listas and Cada Domingo a las 10pm .. Canal 22 http://t.co/6PJmfgWqDa,positive
RT : Sin hesitation ,neutral
"Un super mega extra huge para que es lo max , Un ser increible como persona y gran creativo",positive
hahahahahahaha tranquilo tranquilo . Pero ese debe dar vergenza tambin,positive
Mi genteeeeeeee que hay pal fucking viernes que se acabaron las clases pa haby,neutral
"RT : Felicidades a yay ! by "" Otra foto con nuestro Premio Juventud  http://t.co/A2Tlk4",positive
: un ao trabajando juntas & beatrizstylist !! Mujeres exitosas Fregonas !!  http://t.co/uMzWd82ymG,positive
RT : Gracias a me encanto mi look de hoy para ! Me gusta el color amarillo http://t.co/QsFSWMtxlN,positive
RT : un date aqui por favor http://t.co/KG16fgnKGN,positive
Tus tweets son tan prepas,neutral
that was horrible,negative
RT : porque tiene mucho work work work work work ,neutral
El Mongolian Beef de PF Changs es lo mejor que existe,positive
RT : Queremos desearle un Feliz Cumpleaos a nuestra queria amiga y stylist los mejores deseos . Have fun ! http://t,positive
RT : Alguien quiere adoptar una perra ? Husky puppy y sin una patita,positive
"RT :  Full , ah es cuando me creo fotgrafo y le realiz un shooting  ",positive
Lista de ganadores de los Billboard Music Award 2014 http://t.co/FJCofGJXjg,positive
Con gusto ! Nuestro plan MORE EVERYTHING con EDGE le ofrece 4 lineas con 10 GB por $160/mes : Detalles http://t.co/cokYLizUoh . ~ MH,positive
Buenos dias zombers !! Os dejo el link de mi soundcloud ! Podeis seguirme tambien ! ^^ ,positive
Bendito q ya se terminen los !!,positive
RT : Lily Rose is a vision in Chanel ,positive
Seria bueno un buen CAFE pa despertar pero no tomo ! As Q a despertar Viendo el mega shopper d black friday del work !! ! Woooojuuuuu,positive
"Qu tal ! Nos encantara tenerlo como cliente . Tenemos telfonos de contrato , EDGE y prepago  Ya aplico para una cuenta ? ~ AS",positive
"RT :  DE QU VALE QUE PRESUMAS DE 20 , 000 COSAS , TODAS COMPRADAS POR TUS PADRES ? go to sleep .",positive
"RT : Dios de todo consuelo , transforma la oscuridad de la muerte en un amanecer de nueva vida .",positive
Vine a Toys r ' us y ahora quiero un beb,neutral
Gerlas  ,positive
El que hizo mi 2015 especial   love you baby ,positive
Listos para el Red carpet de nacholacriatura  http://t.co/XMDjJK1qln,positive
: Oigan hoy vamos a bailar  Cc &  maybe,positive
"Ms que un juego , una experiencia . Disfruta de en vivo . RSVP : ",positive
"RT : May tomorrow be filled with hope , love and faith . Night people . Hagamos un maana lleno de esperanza , amor y fe . Buen .. .",negative
"RT : yo no s qu carajos yo hara sin mi abuela , i love her so much",positive
Good Morning Familia ! Ya al aire El Nuevo zol 106.7 fm http://t.co/4A3fYpkU30,positive
"Dios mio , mi dentista es una diosa bajada del Olimpo .",positive
Level Hype al 200% !  El mejor rap play que he hecho hasta el momento ? Batman Arkham Night con seguro :D http://t.co/JHM3TsQkz7,positive
"Trae la rumba a tu noche de juegos con el JBL FLIP 3 Speaker , consguelo aqu : ",neutral
RT : Busco a Maria se te cayo en EDC http://t.co/wRaLB9RkIw RETWEET RETWEET,positive
"RT : Baby , envame tu location",neutral
Los colores pasteles y vivos Estan de Moda este otoo  http://t.co/Q7tkBSggIA,positive
RT : hablando claro que se joda to,negative
"RT : amo que hablen y argumenten conmigo men , me demuestra que hay inters en el cambio",positive
Son la 1 de la madruga ya y aqu en casa con el brocol solo se escucha hip hop .. . ^^,positive
RT : Darte copypaste de tu cama pa la ma,neutral
He aadido un vdeo a una lista de reproduccin de ( http://t.co/uWiceUvWBV - Rise of the Tomb Raider | RAP PLAY | KRONNO,neutral
"Whether you re grilling burgers or arrachera , have a great ! http://t.co/Wd32pf8xhg",positive
ASSASSINS CREED SYNDICATE | PIC RAP | KRONNO ZOMBER | ( Videoclip Ofici .. . ,neutral
jajajajajaj wine & food .. . the loves of my life http://t.co/lB6l30BQsO,neutral
: Look hoy Cc http://t.co/NpQUq7aeQvcolor de temporada,neutral
Acabo de ver Sinister ! Que sustito la virgensita de los feijoles ! No la veais enserio xD,positive
RT :  : $100 en pizza !  Babababababababaaaaaaaaaacooooooon,neutral
RT : ahora q yo me quiero poner pa lo serio todo el mundo esta puesto pal vacilon,positive
Las quieremos mucho !  ,positive
Definitivamente no queremos perderla como cliente !  Cmo le podemos ayudar con su cuenta de VERIZON WIRELESS ? ~ AS,positive
BREAKING RAP | SESIN DE FOTOS | KRONNO ZOMBER ,positive
Estoy borrando comentarios de los pequeos cabrones que pusieron spoilers de Star Wars en el vlog de ayer .. . Maldita sea vuestra sombra .,negative
Nuestros planes MORE EVERYTHING ofrecen varias opciones y precios competitivos . Ms detalles en : http://t.co/cokYLizUoh ~ IA,neutral
Feliz dia Mami !  Como no quererte llenar de detalles en tu da !  Esto y ms en Abiertos hasta 18:30 http://t.co/WO06wYQYtt,positive
Olvid decirle a mis amigas ms close de la iupi que iba para all ayer y me odiaron un poco .,negative
RT : loca por tener my own place,positive
Amazing ; . Follow the primerimpacto co-anchor daily,positive
hahahahahaha ni por ser Colegio .. Por querer estudiar medicina ejjj . Estudiar todos los dias del mcat y de clases est cabrn .,positive
Disfruta ! Textos ilimitados a Mxico y 1 GB de datos  a slo $45 en un plan prepagado para smartphones : http://t.co/0UXstBjgHv,positive
"RT : Puerto Rico segundo pas con ms reinas de bellezas , top 10 Volibol , top 10 en pelota , Enebeista con sortija , y solo 4",neutral
En Vivo Desde el marlin Park Pre Venta a 1 Dlar para el Grand Slam Party Latino desde las 6-10am ven  ,positive
Somos un grupo de hip hop de los 90 . ,positive
"RT : Los primeros das te tratan cabron y despus al tiempo te tratan como mierda , yo no soy as , siempre soy el mismo con to",negative
Bendecida de tener Lindos recuerdos y ya MAS de Una dcada haciendo lo que me apasiona ! fashion  http://t.co/tLU3iEL6eX,positive
"RT : Cuando te manden pal carajo arranca y vete con gusto , en el carajo habemos tanta gente afuego y hay un party cabron",neutral
RT : Qu pas con el live stream ?,negative
RT : Puerto Rico 's Wins Big at the 2014 Ultimate Spirits Challenge  Felicidades !  http://t.co/twcuogga93,positive
"Hola ! Nosotros manejamos , desde aqu , preguntas y dudas con el servicio de Verizon Wireless . ~ AS",positive
"Le dije a papi que no quera estudiar y ahora me est dando un speech de por qu debo estudiar , ugh",negative
""" : jaajaja ps se gana del tbt award d hoy  "" yeaa bitchess :D jajaja de los mejores dias by far !",positive
Ninguna cancion me habia hecho llorar de igual forma que Never grow up de TS hasta esa !,negative
"by "" And it 's a wrap ! "" via photorepost_app / great team !! !  http://t.co/k8Lq3a9nmb",positive
Grabando Battlefield VS Infinite Warfare !!  ,neutral
"Kendall es la unica de las Kardashian-Jenner que es real , las otras viven de cirugias and still look good , pero natural beauty is best .",positive
Buenos das ! Quieres saber lo ltimo en tendencias para este Oto belleza y moda ? Hollywood Glam,neutral
RT : Ms momentos nicos de http://t.co/BU8OF,neutral
JAJA Ese tio es un Youtuber GANGSTER !! !,positive
Me gusta tener mental picture con quien me gusta .,positive
Dioss !! Hemos llegado a hacer mas de 15 Millones de visitas en menos de 3 semanas Zombers ! ESTO SE VA A DESCONTROLAAAAR !!,positive
RT : oh mi gawd ,positive
HOLY FUCK MI DORM ESTA HP,negative
Falling in love .. .. .. .. with new fragances  Cremas y splash $20.00 http://t.co/3JHqPOr7TK,positive
dress  http://t.co/77dI47dJO9,neutral
"RT : Aprendan cabrones ,  Mi housemate >>>> tus housemates ",positive
"T quieres estar conectado , y nosotros tenemos la red 4G LTE ms grande y confiable del pas . http://t.co/j3Umr8SZ13",neutral
classic mirror selfie flashback a hace 4 aos ! No puedo creer que ya maana es el farewell ! las adoro a todas ! http://t.co/HwGHVGnyDm,positive
": Happy birthday a :) psala cablunt nena i miss you  gracias Gabster , i miss you too",positive
LLEGAREMOS A MEDIO MILLN ? :D THE DIVISION VS UNCHARTED 4 | KRONNO ZOMBER | ( Videoclip Oficial ) ,positive
Country shirts Ya estn en nuestra tienda Tallas disponibles : S-M-L http://t.co/0Z0r7iKstb,positive
"El album de "" Yo soy un rap player "" no tiene fecha de salida ! Pero esta casi listo !! !! Va a ser un album increible !!  Regalo de navidades !",positive
There is no one else it will like to continue to view the world with than with you te amo . http://t.co/t0ciNbcgXb,neutral
RT : Ring hoy,positive
Thank god tengo data ilimitada  eso de tener que pensar en cuanta data gasto NO es lo mo,positive
"RT : Tarde pero seguro ! Happy birthday bebe , espero que la hayas pasado super cabron ! Miss you cc    FELIC",positive
me dio su contrasea pero no llega bien su wifi a mi casa,negative
RT : Estoy que hago el ice bucket challenge como 10 veces,positive
Alguien sabe un lugar donde se compren camaras que nonsea best buy,neutral
Cul es tu color para este fin de semana ?! Juliet blouse http://t.co/UzUsvCHQ3T,positive
"RT : Girl Advice No te compliques la vida por un mamao , ponte linda pa ' ti y sigue con tu diario vivir .",positive
RT : Mi deporte extremo favorito es pintarme las uas ( doble capa ) + base & top coat con un sueo cabrn .,neutral
"RT : Pasa su mano por todo su cuerpo , cuando le digo to ' lo que le hara",neutral
my 50% ,neutral
RT : Michael Jordan 's legendary switching hands layup is No . 15 in Best Playoff Vines ,positive
"Puse una alarma para las 8:30 am y me levant a las 10 , sweet",positive
Mi mama quiere que me haga un tatuaje de volleyball  si clarrrrrro,positive
ta ' cute la pic  ,positive
Descubrimiento de hoy : Mr Robot . Gracias por recomendarme esta serie . VEDLA SI OS ABURRS PORQUE MOLA . http://t.co/pAB1CAFa79,positive
"Literalmente estoy en el mismo medio de un argument , por qu , yizzus , why",neutral
: chula seguimos tus consejos al pie de la letra en la carpeta roja de  perfecto,positive
Las mejores personas con las que me he podido juntar en RAP son y y eso no lo cambiara por nada !,positive
"Seguir haciendo rap plays y temas normales pero veo que las batallas os han gustado , aparte de civil war queris alguna en concreto ?",positive
FF al 4 de junio plzz,positive
Yo he dormido genial tambin ! He desayunado y ahora estoy retocando el video de Black Ops 3 Zombies !,positive
RT : In need : de ti,positive
red lips red  red skirt  Les dejamos parte de nuestras nuevas fotos http://t.co/ktqowAmAfB,neutral
"RT : Que fucking mierda que por mas que uno bregue , la gente nunca te defiende a espaldas , to 'l mundo jala pa su lao '",negative
Nuestras valentinas ! blusas de chiffon 3/4 y q la vez mangas largas http://t.co/2ArONXfO6G,positive
Oh que pena que se quebr su telfono . Yo puedo revisar que opciones hay para usted . Por favor sgame y enveme un DM . ~ MV,neutral
"RT : Battle of the goal machines ! & ller vs the trio of , & . ",neutral
Amazing gift to experience  http://t.co/Ee3FWMXPnr,positive
"No olvidis nunca , amigos YouTubers , la suerte que tenemos por ganarnos la vida como nos la ganamos . No lo olvidis u os reviento .",positive
Necesito todo los kylie lip kits,neutral
Ya est el single en pre-venta y yo ya estoy emocionadsima con todo .. . Aqu tenis un trocito de Phantom Limb . :) ,positive
RT : ESTE AO NOS GRADUAMOS CABRONEESS !! ! CHEERS,positive
Bro ! no hagas caso a los que intentan brillar apagando las luces de los dems . Tu vales mas que todos juntos :),positive
Ahora toca noche de peli con la seorita zomber !! !,negative
Good Morning El Nuevo Zol 106.7 fm ,positive
Un long day pero quiero darle un a esta amiga q quiero mucho miss u All Ready,positive
Junior year viene fuerte fuerte  ,positive
RT : Maana estaremos en a las 8:30 am . 89.3 FM . No te lo pierdas !,positive
1600 los court side seats .. .. . Pero la comodidad de mi cama brega,positive
HAHAHAHAHAHAHAHA PUETAAAAA HAHAHAHAHAHA,positive
RT : Un saludo a la mejor estilista follow her shes amazing,positive
RT : No entiendo como pueden quedar tan pocos das de clases y todava faltan tantos examenes,neutral
""" YO SOY UN RAP PLAYER "" DESCARGA EL LBUM | KRONNO ZOMBER | ( Videoclip .. . ",positive
RT : para ti de mi parte  si te fijas bien tiene el nombre de cada uno de los raps que has hecho hasta ahora  ,positive
Treme tus 6 a 11 am y los artistas del Grand Slam te los firmarn 7007 Nw 77 avenida  ,neutral
RT : more like panitas que se quitan las ganitas ,positive
Algo que no pienso cambiar en mi vida es a mi bella beautician,positive
RT : Wow martin se fue algaro con ese video,positive
Westland mall todos los Domingos de 9a a 11a totalmente gratis  http://t.co/u3GFznhVlq,neutral
RT : Hola !! POR FAVOR DA RT !! Mi nombre es Duque y estoy buscando un hogar . Si estas interesado en adoptarme enva un DM !! http,positive
RT : ganas de un date bien chulito,positive
"RT : TIO ! SIGO FLIPANDO ! QUE VOY A VERTE EN MENOS DE 18 DAS  QUE ME LLEVAN ! POR FIN !  NO ME LO CREO   HYPE A TOPE , V",positive
falda larga con este calor ughh I regret this,negative
Si tuviera que cocinar para mis Zombers se moririan todos de hambre porque no se concinar .. .  ahora entiendo porque mis fans son zombers !,positive
"La cancin "" I hate u , I love u "" describe tanto mi fokin vida ahora mismo",neutral
"RT : corillo , este site ",positive
Amrica se mueve con ,positive
RT : popcorn de caribbean cinemas con queso derretido por encima,positive
RT :  se joda to,negative
NUEVO VDEO !! Leo un Fanfic demasiado salseante .. . Me lo con una YouTuber ?! RT !! ,neutral
RT : No bae November .,positive
que quieres btw ? for your belday,positive
"RT : El/la que dijo que senior year era un "" paseo "" ' taba loquit porque yo estoy apunto de cometer un academic suicide",negative
Ya NO eres relevante NI importante !! Oops : ) Sorry 4 U .. . NOT !,positive
RT : Quiero tener un date bien lindo :(,negative
oops se me olvido tag you too daniela ! tu eres parte de so no te estas autoinvitando,neutral
elartistatv Bellos todos los ninos y Feliz de ser stylist de Ellos . sica  http://t.co/pphB9BwmYG,positive
"RT : es que .  acaso uno no se puede rendir de vez en cuando ?  no est bien decir "" esto me duele mucho as que voy a parar de in",neutral
HAHA Lo has despedido a lo grande ! Con un video y todo ! JAJAJA,positive
RT : Esta semana es bien lenta y quiero que llegue el wiken ya,negative
: Gracias a mis bellas Styling !!  http://t.co/iPz4tj4IHQ  Bella,positive
"RT : UPRP y la Catlica no estn preparados para nuestro show de maana . Acabarn cantando nuestro himno , o morirn de env",neutral
"RT :  Muy buenas noches a todos los que dormirn hoy ! A los que no lo harn , deseo decirles que somos los verdaderos MVP 's .",positive
we should !! :D pleasee y sii me cai cc,positive
mjm .. . yo pensaba pedirtelos hasta que me di cuenta que you have n't gone to school in like 2 weeks,negative
"No quieren usar condon , usa pastillas , no quieres usa Skyla y mas mierdas que fucking existen",neutral
"by "" nuestra nueva aventura en tv  http://t.co/yfDiOarPBU",positive
Lo que siempre me ha definido es que me curro hasta el mnimo detalle ! FAR CRY PRIMAL RAP PLAY MAANA ! ,positive
La Melo del futuro dice que maana opinar sobre FineBros . Dice que si is it too late now to say sorry .,negative
Sin palabras .  http://t.co/dv68aN3VMD,positive
RT : Un super limits ,neutral
"Iba a comprar chocolate y no estaban aceptando ath . Life is watching out for me . Lo que no esta pa ' ti , no est pa ' ti .",positive
RT : hola Betzy saludos feliz fin de semana que la pase muy rico besos desde new york gracias por seguirme,positive
RT : Graffiti en RP ,neutral
"RT : Si ests en Santurce es Ley 6 , date la vuelta por la mesa de MindBlowingProject ! ",neutral
MI HROE NO LLEVA CAPA .. . LLEVA UN MICRO ! Es el ttulo de un prximo RAP ! ^^,positive
RT : Cuando la pelea es en Quote Tweets . ,positive
Mis amigas se tumbaron un Buda de Funky Buddha para regalarmelo,positive
"Me ha gustado un vdeo de de ( http://t.co/8JB414QYQq -  Si mueres huevazo ! ( AW ) | Reto-game | Chiwy8 ,",neutral
Zombers !  SORTEAMOS BLACK OPS 3 y BATTLEFRONT ! y follow a y ,neutral
RT : Diablo un Transformer real  mrenlo ,positive
lately ? Nigga you 93 pounds de puros cachetes y tetas . Y 'all should 've felt good ages ago,positive
RT :  RT ESTOS PERRITOS NECESITAN CASA  ME TIRAN AL DM CUALQUIER COSA PLEASEEE RT RT RT RT  ,positive
"Accidente antes d salida d Toys R US . Trafico parado , policas en ambos carriles .",negative
Zombers !! !! !! !! !! !! ! Mirad lo que me acaba de llegar ! Mi neverita del Black OPS <3 !! Sabis que significa eso no ? ,positive
Instagram es mi red social favorita,positive
y que mujeres . El AB Fashion do !,neutral
with repostapp .  n - Amn  / ,neutral
"RT : If you 're a burrito , I 'm a burrito .",positive
Disfruta de la cultura que llevas en la sangre . El 17 y 18 de octubre ven al . http://t.co/qNCs3BZyU2,positive
RT : Mi look de hoy para haciendo muy buen trabajo love it ! http://t.co/FVAxkzPwd3,positive
a mi sii well sometimes .. . btw te vas este weekend ??,positive
reminded me of you ! cada vez que te pichean por sc JAJAJAAJ ,positive
Salhua OPEN !! Urdesa central circunvalacin sur 723 y guayacanes ! ,positive
Tip : Toma el primer paso hacia una vida ms saludable y monitorala con FitBit . ,positive
TIENEN QUE FOKING PARAR ,negative
"We 're happy you saw the humor in that , Kali .",positive
"RT : Cuando veo a una mujer detrs de un "" fuckboy "" : ",neutral
La batalla pica sera Simsimi Vs Cleverbot ! AJAJAJA !,positive
RT : Happy Birthday hermosa  bendiciones,positive
No vuelvo a usar social media,negative
Por la virgensita de Guadalupe y la virgensita de los frijoles ! Que solo quedan 2K para llegar a los 800.000 zombers !  llegaremos al 1M ?,positive
"Happy saturday !! !! . Driving and jamming to my boy "" no tengo dinero "" on the top 10 of . 7",positive
Mi agotamiento es real . Despus de un mes sin parar mi cuerpo ya me pide relax PERO HOY ES EL LTIMO DA DE SHOW Y SE VA A DESCONTROLAAAAAA,positive
RT : Ya esta ac para hablarnos de los errores de la moda ! En cuales has cado tu ? http://t.co/wSEabmnO,neutral
Los podcast de chente le meten mano,positive
c 'est la vie !! !! ,positive
